VNDNBR,VndCode,VNDNAME,VNDTYPE,INV_YEAR, INVPAYAMT , INV_AMOUNT ,DPTNBR,DIV,DEPT,DEPT_CODE
M6002733,6002733,โรจูคิส อินเตอร์เนชั่นแนล บมจ. (เวชสำอาง),FOOD-MERCHANDISE,2023,"  33,462,906.58 ","  30,957,570.12 ",21661,04,61,0461
M6002739,6002739,ไดอารี่ กรุ๊ป (2007) บจก. (M6002739),FOOD-MERCHANDISE,2023,"  2,284,007.91 ","  2,134,586.88 ",21660,04,60,0460
M6002792,6002792,ธวัชชัย แย้มยืนยง,FOOD-MERCHANDISE,2023,"  1,970.00 ","  1,970.00 ",21790,05,70,0570
M6002802,6002802,ดีเคเอสเอช (ประเทศไทย) บจก. (Tea tree),FOOD-MERCHANDISE,2023,"  2,419,264.91 ","  2,218,483.44 ",21661,04,61,0461
M6002853,6002853,แอดว๊านส์ คอสเมติคส์ บจก. (M6002853),FOOD-MERCHANDISE,2023,"  539,727.20 ","  504,417.96 ",21661,04,61,0461
M6002866,6002866,พิริยพูล อินเตอร์เนชั่นแนล บจก. (Hamper),FOOD-MERCHANDISE,2023,"  35,666,510.17 ","  33,333,187.00 ",21696,04,96,0496
M6003740,6003740,พีรกรสิน บจก.,FOOD-MERCHANDISE,2023,"  57,282.85 ","  53,535.37 ",21660,04,60,0460
M6003758,6003758,กรีนฟู้ดส์ เอเชีย บจก. (SME),FOOD-MERCHANDISE,2023,"  4,735,767.43 ","  4,425,950.82 ",21610,04,10,0410
M6003761,6003761,พัฒน์ธน มารีน แอนด์ ฟู๊ดส์ บจก.,FOOD-MERCHANDISE,2023,"  20,824,062.10 ","  19,461,740.20 ",21630,04,30,0430
M6003763,6003763,พัชรินทร์ เจริญพรสมบัติ,FOOD-MERCHANDISE,2023,"  462,250.00 ","  462,250.00 ",21730,05,30,0530
M6003773,6003773,พราวด์ทูเพรย์ อินเตอร์เทรด บจก.,FOOD-MERCHANDISE,2023,"  9,302,692.22 ","  8,694,104.81 ",21661,04,61,0461
M6003783,6003783,บุญทวี แอนด์ ฟรุทส์ บจก.,FOOD-MERCHANDISE,2023,"  19,336,637.70 ","  19,336,637.70 ",21730,05,30,0530
M6003785,6003785,กู๊ดดี้ เวิลด์ บจก.,FOOD-MERCHANDISE,2023,"  1,955,122.51 ","  1,827,217.36 ",21620,04,20,0420
M6003791,6003791,เจดีฟู้ด บมจ.,FOOD-MERCHANDISE,2023,"  1,706,116.98 ","  1,594,502.65 ",21620,04,20,0420
M6003121,6003121,เอส พี มาร์เก็ตติ้ง แอนด์ ดิสทริบิวชั่น บจก.,FOOD-MERCHANDISE,2023,"  2,116,063.62 ","  1,978,077.00 ",21760,05,60,0560
M6003135,6003135,โนโวไลฟ์ บจก.,FOOD-MERCHANDISE,2023,"  10,660,795.20 ","  1,128,984.00 ",21860,06,40,0640
M6003142,6003142,หนองคายศิริชัย หจก.,FOOD-MERCHANDISE,2023,"  1,247,638.69 ","  1,166,017.44 ",21790,05,70,0570
M6003143,6003143,ลีซัน วิชั่น บจก.,FOOD-MERCHANDISE,2023,"  130,993.42 ","  122,423.76 ",21850,06,30,0630
M6003148,6003148,โทฟุซัง บจก.,FOOD-MERCHANDISE,2023,"  23,171,471.24 ","  21,655,580.46 ",21760,05,60,0560
M6003152,6003152,น้ำดื่มเมืองตราด หจก.,FOOD-MERCHANDISE,2023,"  74,958.23 ","  70,054.40 ",21790,05,70,0570
M6003157,6003157,นามุ ไลฟ์ พลัส บจก.,FOOD-MERCHANDISE,2023,"  2,601,192.00 ","  2,431,020.54 ",21850,06,30,0630
M6003158,6003158,เค.พี.พราว เบเกอรี่ บจก.,FOOD-MERCHANDISE,2023,"  2,449,175.57 ","  2,288,949.06 ",21750,05,50,0550
M6003169,6003169,ลัคกี้ครีม บจก.,FOOD-MERCHANDISE,2023,"  114,142.67 ","  106,675.36 ",21790,05,70,0570
M6003730,6003730,ประหยัดธุรกิจ หจก.,FOOD-MERCHANDISE,2023,"  5,708.80 ","  5,335.35 ",21790,05,70,0570
M6003746,6003746,ดีเคเอสเอช (ประเทศไทย) บจก. (Sherwoodแทน 3700729),FOOD-MERCHANDISE,2023,"  59,850,801.16 ","  54,013,632.93 ",21670,04,70,0470
M6003753,6003753,ดอยคำผลิตภัณฑ์อาหาร บจก. (น้ำผึ้ง),FOOD-MERCHANDISE,2023,"  29,088,532.40 ","  28,606,966.88 ",21610,04,10,0410
M6003768,6003768,เค ซี แอล เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  270,102.24 ","  252,432.00 ",21790,05,70,0570
M6003778,6003778,ฟรีซแลนด์ โปรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  2,707,635.00 ","  2,538,600.00 ",21790,05,70,0570
M6003745,6003745,บุญส่งโอสถ บจก. (แทน 6002538),FOOD-MERCHANDISE,2023,"  7,113,196.18 ","  5,412,303.53 ",21840,06,20,0620
M6003749,6003749,บอส ฟาร์มาแคร์ บจก. (แทน 6003749),FOOD-MERCHANDISE,2023,"  6,741,137.63 ","  6,300,128.62 ",21840,06,20,0620
M6003753,6003753,ดอยคำผลิตภัณฑ์อาหาร บจก. (น้ำผึ้ง),FOOD-MERCHANDISE,2023,"  31,287,390.97 ","  29,224,838.88 ",21620,04,20,0420
M6003757,6003757,เอส.เอส.เทรนอินเตอร์โปรดักส์ หจก.,FOOD-MERCHANDISE,2023,"  381,002.05 ","  356,076.68 ",21760,05,60,0560
M6003759,6003759,ดี-กู๊ด บจก.,FOOD-MERCHANDISE,2023,"  7,511,892.77 ","  7,020,460.56 ",21610,04,10,0410
M6003771,6003771,เอส.ที.เบเกอรี่ บจก.,FOOD-MERCHANDISE,2023,"  25,211,530.08 ","  23,562,176.37 ",21750,05,50,0550
M6003785,6003785,กู๊ดดี้ เวิลด์ บจก.,FOOD-MERCHANDISE,2023,"  807,657.40 ","  754,820.00 ",21740,05,40,0540
M6003804,6003804,คิวบิก ฟู้ดส์ แอนด์ แคทเทอริ่ง บจก.,FOOD-MERCHANDISE,2023,"  8,642,523.97 ","  8,077,125.36 ",21750,05,50,0550
M6003813,6003813,สหแพทย์เภสัช บจก.,FOOD-MERCHANDISE,2023,"  304,008.40 ","  284,120.00 ",21840,06,20,0620
M6003822,6003822,สากล เบเวอเร็ดจ์ บจก.,FOOD-MERCHANDISE,2023,"  4,009,348.39 ","  3,747,054.60 ",21640,04,40,0440
M6003825,6003825,เวล อินดิเพนเดนท์ บจก.,FOOD-MERCHANDISE,2023,"  (189,013.54)","  (176,648.17)",21850,06,30,0630
M6003833,6003833,ชาระมิงค์ บจก. (Wawee),FOOD-MERCHANDISE,2023,"  286,000.00 ","  267,289.71 ",21701,00,0,00000
M6003844,6003844,เบญจมิตรบรรจุภัณฑ์ บจก.Wawee,FOOD-MERCHANDISE,2023,"  59,866.50 ","  55,950.00 ",21701,00,0,00000
M6002900,6002900,กรุงทองภาคใต้ หจก.,FOOD-MERCHANDISE,2023,"  1,607,849.13 ","  1,502,662.73 ",21650,04,50,0450
M6002901,6002901,ตั้งท่วนจี่น้ำทิพย์ หจก.,FOOD-MERCHANDISE,2023,"  1,365,477.23 ","  1,276,146.90 ",21650,04,50,0450
M6002912,6002912,แพค แอนด์ เซฟ บจก. (Credit),FOOD-MERCHANDISE,2023,"  3,802,148.70 ","  3,553,410.00 ",21750,05,50,0550
M6002916,6002916,เคซีจี คอร์ปอเรชั่น บมจ.,FOOD-MERCHANDISE,2023,"  13,489,937.76 ",  -   ,21730,05,30,0530
M6002933,6002933,เอราวัณอินเตอร์ฟูด บจก.,FOOD-MERCHANDISE,2023,"  526,850.88 ","  492,384.00 ",21760,05,60,0560
M6002938,6002938,ดีเคเอสเอช (ประเทศไทย) บจก. (J&J),FOOD-MERCHANDISE,2023,"  1,490,945.32 ","  181,019.68 ",21850,06,30,0630
M6002943,6002943,ดีเคเอสเอช (ประเทศไทย) บจก. (Bayer),FOOD-MERCHANDISE,2023,"  10,723,360.51 ","  10,021,832.26 ",21830,06,10,0610
M6002947,6002947,ดีเคเอสเอช (ประเทศไทย) บจก. (Medinova),FOOD-MERCHANDISE,2023,"  9,538,208.92 ","  7,778,108.50 ",21850,06,30,0630
M6000545,6000545,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย(อ.ส.ค.),FOOD-MERCHANDISE,2023,"  285,882,950.99 ","  282,896,389.24 ",21640,04,40,0440
M6000551,6000551,พีแอนด์ที สยาม บจก.,FOOD-MERCHANDISE,2023,"  13,232,851.89 ","  12,361,240.32 ",21660,04,60,0460
M6000554,6000554,ฟาร์เซ็นท์ เอ็นเตอร์ไพรส์ (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  27,494,057.51 ","  25,695,380.92 ",21670,04,70,0470
M6000569,6000569,ซีพีเอฟ เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  10,571,379.21 ","  9,942,760.36 ",21790,05,70,0570
M6000581,6000581,ดีเคเอสเอช (ประเทศไทย) บจก. (Ovaltine Cofectionaryn),FOOD-MERCHANDISE,2023,"  130,995,598.26 ","  122,375,096.32 ",21640,04,40,0440
M6000582,6000582,ดีเคเอสเอช (ประเทศไทย) บจก. (Gatsby),FOOD-MERCHANDISE,2023,"  3,535,110.40 ","  2,683,210.96 ",21672,04,72,0472
M6003868,6003868,ไอมาร์เก็ต (ไทยแลนด์) บจก. (IMPORT),FOOD-MERCHANDISE,2023,"  1,059,848.89 ","  1,038,897.72 ",21620,04,20,0420
M6003868,6003868,ไอมาร์เก็ต (ไทยแลนด์) บจก. (IMPORT),FOOD-MERCHANDISE,2023,"  1,181,846.64 ","  1,128,905.99 ",21640,04,40,0440
M6003952,6003952,ชายสี่ คอร์ปอเรชั่น บจก.,FOOD-MERCHANDISE,2023,"  1,243,314.04 ","  1,161,975.70 ",21760,05,60,0560
M6003959,6003959,ทอมมัส แอนด์ โค บจก.,FOOD-MERCHANDISE,2023,"  8,337,807.01 ","  7,792,342.99 ",21850,06,30,0630
M6000653,6000653,ดาริชกรีน บจก.,FOOD-MERCHANDISE,2023,"  3,101,538.00 ","  2,994,816.00 ",21760,05,60,0560
M6000695,6000695,มิตรราชสีมา เทรดดิ้ง บจก. (Soda),FOOD-MERCHANDISE,2023,"  20,336,959.75 ","  19,006,504.37 ",21650,04,50,0450
M6000699,6000699,ดั๊กเคน (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  2,206,765.18 ","  2,062,397.03 ",21740,05,40,0540
M6000777,6000777,ไร่ธัญญะ บจก.,FOOD-MERCHANDISE,2023,"  50,882,893.11 ","  50,710,976.61 ",21630,04,30,0430
M6000805,6000805,บางกอก ดรัก บจก.,FOOD-MERCHANDISE,2023,"  1,013,990.24 ","  473,226.90 ",21850,06,30,0630
M6003823,6003823,ดีเคเอสเอช (ประเทศไทย) บจก. (Makado&RINBEE),FOOD-MERCHANDISE,2023,"  5,523,044.87 ","  5,161,723.97 ",21620,04,20,0420
M6003906,6003906,บุญรอด เทรดดิ้ง บจก. (NEW),FOOD-MERCHANDISE,2023,"  3,240,355.19 ","  3,027,309.60 ",21630,04,30,0430
M6003921,6003921,ซีโน-แปซิฟิค เทรดดิ้ง (ไทยแลนด์) บจก. (แทน 6001063),FOOD-MERCHANDISE,2023,"  9,345,368.16 ","  8,733,988.81 ",21760,05,60,0560
M6003922,6003922,กัสตรอนอมเม่อ บจก.,FOOD-MERCHANDISE,2023,"  2,612,253.87 ","  2,441,358.77 ",21720,05,20,0520
M6003932,6003932,ดีเคเอสเอช (ประเทศไทย) บจก. (Himalaya),FOOD-MERCHANDISE,2023,"  722,599.40 ","  675,326.55 ",21850,06,30,0630
M6002124,6002124,ร่วมมิตรฟาร์ม หจก.,FOOD-MERCHANDISE,2023,"  1,367,856.00 ","  1,366,022.01 ",21740,05,40,0540
M6002165,6002165,บังอร บุญปัญญาธนาชัย,FOOD-MERCHANDISE,2023,"  5,256,013.50 ","  5,205,902.04 ",21720,05,20,0520
M6002200,6002200,ยูเนี่ยนไทย-นิจิบัน บจก.,FOOD-MERCHANDISE,2023,"  2,345,763.14 ","  2,192,302.00 ",21750,05,50,0550
M6002305,6002305,สหกรณ์โคนมหนองโพราชบุรี  จำกัด(ในพระบรมราชูปถัมภ์),FOOD-MERCHANDISE,2023,"  203,989.93 ","  190,644.80 ",21620,04,20,0420
M6003207,6003207,เบสบาล์ม หจก.,FOOD-MERCHANDISE,2023,"  21,191,565.21 ","  19,805,201.12 ",21840,06,20,0620
M6003210,6003210,เจริญอุตสาหกรรม บมจ.,FOOD-MERCHANDISE,2023,"  1,780,798.86 ","  1,664,298.00 ",21630,04,30,0430
M6003226,6003226,ซีโน-แปซิฟิค เทรดดิ้ง (ไทยแลนด์)  บจก. (ไทยลอตเต้),FOOD-MERCHANDISE,2023,"  49,082,807.59 ","  45,871,782.81 ",21620,04,20,0420
M6003235,6003235,ปารดา ปรีชาชนะชัย,FOOD-MERCHANDISE,2023,"  895,960.00 ","  895,960.00 ",21790,05,70,0570
M6003255,6003255,ธาวินเฟรช หจก.,FOOD-MERCHANDISE,2023,"  4,263.80 ",  50.00 ,21740,05,40,0540
M6003257,6003257,ดีเคเอสเอช (ประเทศไทย) บจก. (Polident Stiefel),FOOD-MERCHANDISE,2023,"  626,568.47 ","  585,577.99 ",21850,06,30,0630
M6003258,6003258,ธนารักษ์ แสงรัตน์วัชรา,FOOD-MERCHANDISE,2023,"  320,474.34 ","  320,848.18 ",21790,05,70,0570
M6003802,6003802,อินเตอร์เนชั่นแนล เพ็ท ฟู้ด บจก.,FOOD-MERCHANDISE,2023,"  541,465.88 ",  -   ,21630,04,30,0430
M6003834,6003834,ชอบธรรม บจก. (Wawee),FOOD-MERCHANDISE,2023,"  16,371.00 ","  15,300.00 ",21701,00,0,00000
M6003861,6003861,วาย.เค.น้ำแข็งหลอด-น้ำดื่ม หจก.,FOOD-MERCHANDISE,2023,"  682,385.22 ","  638,761.01 ",21790,05,70,0570
M6003863,6003863,บุญกว้างพาณิชย์ หจก.,FOOD-MERCHANDISE,2023,"  101,671.39 ","  95,019.79 ",21790,05,70,0570
M6003876,6003876,แพน ราชเทวี กรุ๊ป บมจ. (Pure),FOOD-MERCHANDISE,2023,"  1,060,029.65 ","  672,989.95 ",21850,06,30,0630
M6003881,6003881,สหกรณ์ผู้เลี้ยงไก่ไข่ เชียงใหม่-ลำพูน จำกัด,FOOD-MERCHANDISE,2023,"  8,137,842.00 ","  8,137,842.00 ",21760,05,60,0560
M6003898,6003898,ศิริพงษ์เกียรติรุ่งเรือง หจก.,FOOD-MERCHANDISE,2023,"  287,985.27 ","  269,145.12 ",21760,05,60,0560
M6003939,6003939,เค เพาเวอร์ แมเนจเม้นท์ กรุ๊ป บจก. (Oral Herb),FOOD-MERCHANDISE,2023,"  2,184,130.22 ","  2,041,243.20 ",21660,04,60,0460
M6000985,6000985,มาเมซอง เนเจอร์ บจก.,FOOD-MERCHANDISE,2023,"  28,040,980.17 ","  26,206,523.48 ",21660,04,60,0460
M6000990,6000990,พาณิชยการแห่งประเทศไทย บจก. (PLM),FOOD-MERCHANDISE,2023,"  (33,131.38)","  (13,251.90)",21620,04,20,0420
M6001008,6001008,ลานนาเกษตรอุตสาหกรรม บจก.,FOOD-MERCHANDISE,2023,"  4,182,995.72 ","  3,909,341.80 ",21790,05,70,0570
M6001036,6001036,ประกอบ บีฟ โปรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  6,815,880.10 ","  6,812,210.98 ",21790,05,70,0570
M6001061,6001061,องค์การเภสัชกรรม,FOOD-MERCHANDISE,2023,"  171,137.86 ","  170,972.20 ",21830,06,10,0610
M6001061,6001061,องค์การเภสัชกรรม,FOOD-MERCHANDISE,2023,"  92,854.25 ","  111,950.24 ",21840,06,20,0620
M6001073,6001073,ดีซีเอช ออริกา (ประเทศไทย) บจก. (HBA),FOOD-MERCHANDISE,2023,"  935,396.45 ","  876,085.63 ",21660,04,60,0460
M6001075,6001075,เจ.ดี.เอ.สไปร์ซีฟู๊ดส์ โดยน.ส.วัชราภรณ์ วัยพัฒน์,FOOD-MERCHANDISE,2023,"  389,126.00 ","  389,126.00 ",21740,05,40,0540
M6001124,6001124,ฟู้ดสตาร์ บจก.,FOOD-MERCHANDISE,2023,"  788,776.98 ","  737,174.80 ",21620,04,20,0420
M6001124,6001124,ฟู้ดสตาร์ บจก.,FOOD-MERCHANDISE,2023,"  21,958,300.08 ","  20,521,775.94 ",21640,04,40,0440
M6001138,6001138,ฮาร์โมนี ไลฟ์ อินเตอร์เนชั่นแนล บจก.,FOOD-MERCHANDISE,2023,"  1,639,719.13 ","  1,532,447.76 ",21630,04,30,0430
M6001168,6001168,ยูนิลีเวอร์ ไทย เทรดดิ้ง  บจก.,FOOD-MERCHANDISE,2023,"  525,081.31 ","  490,730.15 ",21610,04,10,0410
M6001168,6001168,ยูนิลีเวอร์ ไทย เทรดดิ้ง  บจก.,FOOD-MERCHANDISE,2023,"  5,800,836.54 ","  5,330,887.97 ",21630,04,30,0430
M6002964,6002964,ซิลลิค ฟาร์มา บจก. (Mega),FOOD-MERCHANDISE,2023,"  6,456,078.96 ","  339,898.88 ",21850,06,30,0630
M6003053,6003053,แบล็ค แซลมอล อินเตอร์เนชั่นแนล ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  2,681,778.54 ","  2,506,335.20 ",21760,05,60,0560
M6003081,6003081,ซิลลิค ฟาร์มา บจก. (GALDERMA),FOOD-MERCHANDISE,2023,"  4,602,506.79 ","  2,883,037.78 ",21830,06,10,0610
M6003091,6003091,นิวเจน 2015 หจก.,FOOD-MERCHANDISE,2023,"  667,680.70 ","  624,000.76 ",21790,05,70,0570
M6003102,6003102,ปิติยินดี บจก.,FOOD-MERCHANDISE,2023,"  12,895,486.05 ","  12,895,486.05 ",21720,05,20,0520
M6003966,6003966,สุนทรี ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,  (719.04),  (672.00),21760,05,60,0560
M6003974,6003974,ไทดี888 บจก.,FOOD-MERCHANDISE,2023,"  253,533.51 ","  236,947.20 ",21660,04,60,0460
M6003993,6003993,เล็ทเทอร์ พี 2010 บจก.,FOOD-MERCHANDISE,2023,"  32,453.10 ","  30,330.00 ",21790,05,70,0570
M6003994,6003994,ส้มหวาน ฟาร์ม บจก.,FOOD-MERCHANDISE,2023,"  39,702,728.00 ","  40,185,888.99 ",21730,05,30,0530
M6004004,6004004,ถนอม ฟาร์มา ดิสทริบิวชั่น บจก.,FOOD-MERCHANDISE,2023,"  2,516,021.21 ","  1,602,422.26 ",21830,06,10,0610
M6003933,6003933,เทสท์เมคเคอร์ บจก.,FOOD-MERCHANDISE,2023,"  693,970.51 ","  648,570.96 ",21630,04,30,0430
M6003946,6003946,คิง เฟรช ฟาร์ม บจก.,FOOD-MERCHANDISE,2023,"  9,238,663.22 ","  9,105,397.61 ",21730,05,30,0530
M6003953,6003953,ซูกิชิ อินเตอร์กรุ๊ป บจก.,FOOD-MERCHANDISE,2023,"  760,513.81 ","  702,265.84 ",21740,05,40,0540
M6003956,6003956,ซี.พี.ดี. ชีทบอร์ด บจก. (Wawee),FOOD-MERCHANDISE,2023,"  78,645.00 ","  73,500.00 ",21701,00,0,00000
M6003979,6003979,ที.ซี. กรีนไพน์ บจก.,FOOD-MERCHANDISE,2023, NULL ,  -   ,21620,04,20,0420
